text1,text2,label
"in modern Hindi cinema : `` The extent of Urdu used in commercial Hindi cinema has not been stable ... the ultimate victory of Hindi in the official sphere has been more or less complete . This decline of Urdu is mirrored in Hindi films ... It is true that many Urdu words have survived and have become part of Hindi cinema 's popular vocabulary . But that is as far as it goes . The fact is , for the most part , popular Hindi cinema has forsaken the florid Urdu that was part of its extravagance and retained a 'residual ' Urdu , affected by an aggressive state policy that promoted a Sanskritized version of Hindi as the national language . '' Contemporary mainstream films also use English , with the authors of an October 2005 South Asian Popular Culture article writing , `` English has begun to challenge the ideological work done by Urdu . '' Some film scripts are first written in Latin script . Characters may shift between languages to evoke a particular atmosphere ( for example , English in a business setting and Hindi in an informal one ) . The blend of Hindi","This decline of Urdu is mirrored in Hindi films ... Contemporary mainstream films also use English , with the authors of an October 2005 South Asian Popular Culture article writing , `` English has begun to challenge the ideological work done by Urdu . '' It is true that many Urdu words have survived and have become part of Hindi cinema 's popular vocabulary . in modern Hindi cinema : `` The extent of Urdu used in commercial Hindi cinema has not been stable ... the ultimate victory of Hindi in the official sphere has been more or less complete . But that is as far as it goes . Characters may shift between languages to evoke a particular atmosphere ( for example , English in a business setting and Hindi in an informal one ) . The blend of Hindi The fact is , for the most part , popular Hindi cinema has forsaken the florid Urdu that was part of its extravagance and retained a 'residual ' Urdu , affected by an aggressive state policy that promoted a Sanskritized version of Hindi as the national language . '' Some film scripts are first written in Latin script .",1
"courage . Though the university corrected its mistake , saving its honor , reputation , dignity and autonomy at the last moment , it was harmed by the years of its servility and silent acceptance of the pressure form the government and the tabloids . The process was also described as the `` five and a half years long stain '' . Rector Popović stated that the case of Mali 's doctorate harmed the reputation of the university . Former rector Marija Bogdanović said autonomy went down the drain five and a half years ago when Vučić said that plagiarism charge is the `` stupidest thing he has ever heard '' . University of Belgrade Faculty of Philosophy issued a statement warning that the reactions of the government officials during this process further downgraded the reputation of the university . Tinde Kovač Cerović , professor and former state secretary in the Ministry of Education , said that Mali , with his plagiarism and denial , inestimably damaged the entire educational system . Since he did n't step down , she proposed him to do raise the salaries of professors and at least do something good . Berkeley physics professor Jasmina","Former rector Marija Bogdanović said autonomy went down the drain five and a half years ago when Vučić said that plagiarism charge is the `` stupidest thing he has ever heard '' . Since he did n't step down , she proposed him to do raise the salaries of professors and at least do something good . Though the university corrected its mistake , saving its honor , reputation , dignity and autonomy at the last moment , it was harmed by the years of its servility and silent acceptance of the pressure form the government and the tabloids . Berkeley physics professor Jasmina The process was also described as the `` five and a half years long stain '' . Rector Popović stated that the case of Mali 's doctorate harmed the reputation of the university . Tinde Kovač Cerović , professor and former state secretary in the Ministry of Education , said that Mali , with his plagiarism and denial , inestimably damaged the entire educational system . University of Belgrade Faculty of Philosophy issued a statement warning that the reactions of the government officials during this process further downgraded the reputation of the university . courage .",1
"work for Vučić personally and for the party '' . == Later developments == Milka Babić , spokesperson for the Administrative Court , confirmed that Mali filed the complaint against the Ethics Board 's decision on 17 December 2019 . The complaint has no effect on the possible postponing of the university 's decision . Though the possible court 's decision concerns only the technical and procedural aspects of the process , his intention to defend his plagiarism at court , when it was already confirmed by the academia , was described as pathetic effort . Professor Vesna Rakić Vodinelić had an insight in Mali 's complaint and confirmed that it is not tackling the plagiarism itself . She said that based on the law , the complaint should be dismissed , but since Serbia has no judicial practice in this matter , everything is possible . Professors Biljana Stojković and Slobodan Prvanović agreed that Mali ca n't overturn the decision anyway , calling his complaint pointless and noting that this way Mali is the one actually keeping the affair alive . None of the professors are familiar with any previous case of plagiarism decision being defended at Administrative Court",". To minimize plagiarism in the digital era , it is crucial that students understand the definition of plagiarism and how important intellectual property rights are . Students should be aware that correct attribution is required to prevent the accusation of plagiarism and that the ethical and legal rules that apply to printed materials also apply to electronic information . == In journalism == In journalism , plagiarism is considered a breach of journalistic ethics , and reporters caught plagiarizing typically face disciplinary measures ranging from suspension to termination of employment . Some individuals caught plagiarizing in academic or journalistic contexts claim that they plagiarized unintentionally , by failing to include quotations or to give the appropriate citation . Although plagiarism in scholarship and journalism has a centuries-old history , the development of the Internet , where articles appear as electronic text , has made the physical act of copying the work of others much easier . Because journalism relies on the public trust , a reporter 's failure to acknowledge sources honestly undercuts a newspaper or television news show 's integrity and undermines its credibility . Journalists accused of plagiarism are often suspended from their reporting tasks while the",0
"Hindi cinema , popularly known as Bollywood and formerly as Bombay cinema , refers to India 's Hindi-language film industry , based in Mumbai . The popular term Bollywood is a portmanteau of `` Bombay '' ( former name of Mumbai ) and `` Hollywood '' . The industry , producing films in the Hindi language , is a part of the larger Indian cinema industry , which also includes South Indian cinema and other smaller film industries . The term 'Bollywood ' , often mistakenly used to refer to Indian cinema as a whole , only refers to Hindi-language films , with Indian cinema being an umbrella term that includes all the film industries in the country , each offering films in diverse languages and styles . In 2017 , Indian cinema produced 1,986 feature films , of which the largest number , 364 , have been in Hindi . In 2022 , Hindi cinema represented 33 % of box office revenue , followed by Telugu and Tamil representing 20 % and 16 % respectively . Mumbai is one of the largest centres for film production in the world . Hindi films sold an estimated 341 million tickets in","The industry , producing films in the Hindi language , is a part of the larger Indian cinema industry , which also includes South Indian cinema and other smaller film industries . In 2017 , Indian cinema produced 1,986 feature films , of which the largest number , 364 , have been in Hindi . The popular term Bollywood is a portmanteau of `` Bombay '' ( former name of Mumbai ) and `` Hollywood '' . Mumbai is one of the largest centres for film production in the world . The term 'Bollywood ' , often mistakenly used to refer to Indian cinema as a whole , only refers to Hindi-language films , with Indian cinema being an umbrella term that includes all the film industries in the country , each offering films in diverse languages and styles . Hindi cinema , popularly known as Bollywood and formerly as Bombay cinema , refers to India 's Hindi-language film industry , based in Mumbai . Hindi films sold an estimated 341 million tickets in In 2022 , Hindi cinema represented 33 % of box office revenue , followed by Telugu and Tamil representing 20 % and 16 % respectively .",1
"through false claims of authorship . Thus , plagiarism is considered a moral offense against the plagiarist 's audience ( for example , a reader , listener , or teacher ) . Plagiarism is also considered a moral offense against anyone who has provided the plagiarist with a benefit in exchange for what is specifically supposed to be original content ( for example , the plagiarist 's publisher , employer , or teacher ) . In such cases , acts of plagiarism may sometimes also form part of a claim for breach of the plagiarist 's contract , or , if done knowingly , for a civil wrong . There is a journal dedicated to the study of plagiarism , Plagiary : Cross-Disciplinary Studies in Plagiarism , Fabrication , and Falsification . == In academia == Within academia , plagiarism by students , professors , or researchers is considered academic dishonesty or academic fraud , and offenders are subject to academic censure , up to and including expulsion for students and termination of contracts for professors and researchers . Some institutions use plagiarism detection software to uncover potential plagiarism and to deter students from plagiarizing . However , plagiarism detection","through false claims of authorship . Thus , plagiarism is considered a moral offense against the plagiarist 's audience ( for example , a reader , listener , or teacher ) . plagiarization is also considered a moral offense against anyone who has provided the plagiarist with a benefit in exchange for what is specifically supposed to be original content ( for example , the plagiarist 's publisher , employer , or teacher ) . In such cases , acts of plagiarism may sometimes also form part of a claim for breach of the plagiarist 's contract , or , if done knowingly , for a civil wrong . There is a journal dedicated to the study of plagiarism , Plagiary : Cross-Disciplinary Studies in Plagiarism , fictionalisation , and Falsification . == In academia == Within academia , plagiarism by students , professors , or researchers is considered academic dishonesty or academic impostor , and offenders are subject to academic censure , up to and including expulsion for students and termination of contracts for professors and researchers . Some institutions use plagiarism detection computer software to uncover potential plagiarism and to deter students from plagiarizing . However , plagiarism detection",1
"be less popular at the box office . A large Indian diaspora in English-speaking countries and increased Western influence in India have nudged Bollywood films closer to Hollywood . According to film critic Lata Khubchandani , `` Our earliest films ... had liberal doses of sex and kissing scenes in them . Strangely , it was after Independence [ that ] the censor board came into being and so did all the strictures . '' Although Bollywood plots feature Westernised urbanites dating and dancing in clubs rather than pre-arranged marriages , traditional Indian culture continues to exist outside the industry and is an element of resistance by some to Western influences . Bollywood plays a major role , however , in Indian fashion . Studies have indicated that some people , unaware that changing fashion in Bollywood films is often influenced by globalisation , consider the clothes worn by Bollywood actors as authentically Indian . == Casts and crews == == Scripts , dialogues , and lyrics == Film scripts ( known as dialogues in Indian English ) and their song lyrics are often written by different people . Earlier , scripts were usually written in an unadorned Hindustani ,","Mkhize is described as hot shot mayor who is big time womanizer . He is plays the role of Hero during the day but Kills and kidnaps Children during the night . He fell in love with Martha Mayekiso and together they were able to dethrone Ceaser Ngonyama of the ownership of the mine . * Kabomo Vilakazi as Mthetho Moloi : Serving as the police captain of Emnyameni Police Station , Mthetho is described as kind and warm hearted person naturally who got caught up with the wrong friends . He thrives at catching criminal but not catching himself . He part of The Holy Trinity but wants to quit it all up . Moloi is also described as the secret lover of Leroy Dlangamandla who is public gay but Mthetho can not disclose . Mthetho was killed by Thandiswa Mseleku in Season 1 finale before confessing to Thandiswa Mseleku that he , Jaxon Mkhize and Ceaser Ngonyama are all part of the Holy Trinity . Lusanda Mbane as Martha Mayekiso : the vicious gold digger who has managed to seduces an old married and separate him from his wife . She is the owner of Emnyameni Hotel and",0
"in the Republic of Serbia ” , so he is awarded the academic degree of `` Philosophiae doctor '' ( PhD ) . Mali said that the subject of his work was The flypaper effect ( FPE ) in the Republic of Serbia , which results when a unit increase in intergovernmental grants ( transfers ) leads to significantly greater local public spending than an equivalent increase in local revenues ( taxes ) . Thesis ’ s main objective was to determine the existence and characteristics of the flypaper effect in Serbia . In time , question of Mali 's previous doctorate crossed the lines of academia becoming a political affair and a much wider social issue in Serbia due to the inactivity of the state and educational institutions regarding this matter , which in turn provoked public protests , university 's blockade by the students and a fierce public and political division . Being a close friend of Aleksandar Vučić , head of the SNS and president of the Republic of Serbia , his brother Andrej Vučić , and a school friend of Serbian prime minister Ana Brnabić , Mali was vehemently defended by the entire governing and party","a parent . === Honor codes === First at the College of William and Mary in 1779 , and then followed by schools like the University of Virginia in the 1850s and Wesleyan University in 1893 , the students , with the agreement of faculty who declared themselves dedicated to ideals of democracy and human character , created honor codes . B. Melendez of Harvard University defined an honor code as a code of academic conduct that includes a written pledge of honesty that students sign , a student controlled judiciary that hears alleged violations , unproctored examinations , and an obligation for all students help enforce the code . === Mixed judicial boards === However , many people doubted the advisability of relying on an abstract notion of honor to prevent academic dishonesty . This doubt has perhaps led to the reality that no more than a quarter of American universities have adopted honor codes . Moreover , many professors could not envisage a student run trial process that treated faculty accusers fairly . In response to these concerns , in the middle of the twentieth century , many schools devised mixed judicial panels composed of both students and",0
"Scientific misconduct is the violation of the standard codes of scholarly conduct and ethical behavior in the publication of professional scientific research . It is the violation of scientific integrity : violation of the scientific method and of research ethics in science , including in the design , conduct , and reporting of research . == Basic definitions and urgency of dealing with misconduct == A Lancet review on Handling of Scientific Misconduct in Scandinavian countries provides the following sample definitions , reproduced in The COPE report 1999 : Danish definition : `` Intention or gross negligence leading to fabrication of the scientific message or a false credit or emphasis given to a scientist '' Swedish definition : `` Intention [ al ] distortion of the research process by fabrication of data , text , hypothesis , or methods from another researcher 's manuscript form or publication ; or distortion of the research process in other ways . '' The consequences of scientific misconduct can be damaging for perpetrators and journal audiences and for any individual who exposes it . In addition there are public health implications attached to the promotion of medical or other interventions based on false or","The consequences of scientific misconduct can be damaging for perpetrators and journal audiences and for any individual who exposes it . == Basic definitions and urgency of dealing with misconduct == A Lancet review on Handling of Scientific Misconduct in Scandinavian countries provides the following sample definitions , reproduced in The COPE report 1999 : Danish definition : `` Intention or gross negligence leading to fabrication of the scientific message or a false credit or emphasis given to a scientist '' Swedish definition : `` Intention [ al ] distortion of the research process by fabrication of data , text , hypothesis , or methods from another researcher 's manuscript form or publication ; or distortion of the research process in other ways . '' Scientific misconduct is the violation of the standard codes of scholarly conduct and ethical behavior in the publication of professional scientific research . In addition there are public health implications attached to the promotion of medical or other interventions based on false or It is the violation of scientific integrity : violation of the scientific method and of research ethics in science , including in the design , conduct , and reporting of research .",1
"was removed . As of 2024 , 15 of Croce 's research publications have been retracted , five others have received an expression of concern , and 23 others have been corrected . Andrew Jess Dannenberg ( US ) , a physician and cancer researcher formerly associated with Weill Medical College at Cornell University , had several of his published papers retracted in 2020 due to irregularities in the figures , and in 2022 additional publications were retracted due to `` evidence of data falsification or fabrication . '' As of 2023 Dannenberg has had 20 of his research publications retracted , with two other publications receiving an expression of concern . John Darsee ( US ) , a cardiologist formerly based at Harvard University , fabricated data in published research articles and more than 100 abstracts and book chapters . In 1983 Darsee was disbarred for ten years by the US National Institutes of Health . Darsee has had at least 17 of his publications retracted . Dipak Das ( US ) , former director of the Cardiovascular Research Center at the University of Connecticut Health Center , was found in a University investigation to be guilty of 145","As of 2024 , 15 of Croce 's research publications have been retracted , five others have received an expression of concern , and 23 others have been corrected . In 1983 Darsee was disbarred for ten years by the US National Institutes of Health . John Darsee ( US ) , a cardiologist formerly based at Harvard University , fabricated data in published research articles and more than 100 abstracts and book chapters . was removed . Darsee has had at least 17 of his publications retracted . Dipak Das ( US ) , former director of the Cardiovascular Research Center at the University of Connecticut Health Center , was found in a University investigation to be guilty of 145 As of 2023 Dannenberg has had 20 of his research publications retracted , with two other publications receiving an expression of concern . Andrew Jess Dannenberg ( US ) , a physician and cancer researcher formerly associated with Weill Medical College at Cornell University , had several of his published papers retracted in 2020 due to irregularities in the figures , and in 2022 additional publications were retracted due to `` evidence of data falsification or fabrication . ''",1
"( formerly Twitter ) with the caption : `` Here 's a mass shooting and murder in my front lawn , followed by my house being set on fire with my wife and infant child inside . '' The claim was later proven false . A subsequent profile in The New York Times , citing official police and fire department reports , confirmed that the incident had in fact occurred at a neighbor 's residence . Johnson had sensationalized details of the episode and falsely presented it as having taken place at his own home . == Personal life == Johnson is married to Katelyn Rieley , with whom he has four children as of 2025 . === Assassination threat against Johnson === On October 10 , 2025 , US Attorney General Pam Bondi hosted a press conference featuring Johnson and attended by his wife Katelyn , spotlighting the arrest of a man who sent a letter to Johnson 's home threatening his life . The arrested individual described in the letter that he hoped for Johnson 's `` extermination '' and that Johnson should be `` strangled with an American flag '' , among other details . Johnson used","The claim was later proven false . Johnson had sensationalized details of the episode and falsely presented it as having taken place at his own home . === Assassination threat against Johnson === On October 10 , 2025 , US Attorney General Pam Bondi hosted a press conference featuring Johnson and attended by his wife Katelyn , spotlighting the arrest of a man who sent a letter to Johnson 's home threatening his life . ( formerly Twitter ) with the caption : `` Here 's a mass shooting and murder in my front lawn , followed by my house being set on fire with my wife and infant child inside . '' Johnson used The arrested individual described in the letter that he hoped for Johnson 's `` extermination '' and that Johnson should be `` strangled with an American flag '' , among other details . A subsequent profile in The New York Times , citing official police and fire department reports , confirmed that the incident had in fact occurred at a neighbor 's residence . == Personal life == Johnson is married to Katelyn Rieley , with whom he has four children as of 2025 .",1
"been argued to be scientific misconduct , for example deceptive omission to cite articles with opposite conclusions or misrepresenting cited articles . Misconduct during scholarly peer review process : A reviewer or editor with a conflict of interest can coerce the author to cite the reviewer 's publications prior to recommending publication . This can inflate the perceived citation impact of a researcher 's work and their reputation in the scientific community , similar to excessive self-citation . Suggesting fake peer reviewers can happen when journals invite authors to recommend a list of suitable peer reviewers , along with their contact information . In some cases , authors have recommended a `` reviewer '' for whom they provide a fake email address that in fact belongs to the author . If the editor follows the author 's reviewer recommendation , the author can then write their own review . A rarer case of scientific misconduct is editorial misconduct , where an editor does not declare conflicts of interest , creates pseudonyms to review papers , gives strongly worded editorial decisions to support reviews suggesting to add excessive citations to their own unrelated works or to add themselves as a co-author","been argue to be scientific misconduct , for example deceptive omission to cite articles with opposite conclusions or misrepresenting cited articles . Misconduct during scholarly peer review process : A reviewer or editor with a conflict of interest can coerce the author to cite the reviewer 's publications prior to recommending publication . This can inflate the perceived citation impact of a researcher 's work and their reputation in the scientific community , similar to excessive self-citation . Suggesting fake peer reviewers can happen when journals invite authors to recommend a list of suitable peer reviewers , along with their contact information . In some shell , authors have recommended a `` reviewer `` for whom they provide a fake email address that Hoosier State fact belongs to the author . If the editor follows the author 's reviewer recommendation , the author can then write their own review . A rarer case of scientific mishandle is editorial misconduct , where an editor does not declare conflicts of interest , creates anonym to review papers , gives strongly worded editorial decisions to support reviews suggesting to add excessive citations to their own unrelated works or to add themselves as a co-author",1
", the Electronic Frontier Foundation highlighted Brewis 's difficulty as an example of how they believed Content ID `` undermines '' the intent of fair use . In November 2022 , Brewis published `` ROBLOX_OOF.mp3 '' , a video essay which documented many of the high-profile claims that Tommy Tallarico had made concerning his career , including being the creator of the sound effect at the heart of his Roblox legal dispute , his Guinness World Records , and being the first American to work on the Sonic the Hedgehog franchise , and concluded many were either exaggerations or knowingly false . === Mermaids charity stream === From 18 to 21 January 2019 , Brewis continually livestreamed to raise money for British transgender charity organisation Mermaids . In this stream , he aimed to complete Donkey Kong 64 while finding all possible collectable items and did so in 57 hours and 48 minutes . Mermaids had been designated funding by the British National Lottery , but the funding was withheld and put under review after criticism by comedy writer and anti-transgender activist Graham Linehan and others . This inspired Brewis to stream in support of the charity . The livestream",", the Electronic Frontier Foundation highlighted Brewis 's difficulty as an example of how they believed contented ID `` undermines `` the intent of fair use . In November 2022 , Brewis put out `` ROBLOX_OOF.mp3 `` , a video essay which documented many of the high-profile claims that Tommy Tallarico had made concerning his career , including being the creator of the sound effect at the heart of his Roblox legal dispute , his Guinness World Records , and being the first American to work on the Sonic the Hedgehog franchise , and concluded many were either exaggeration or knowingly false . === Mermaids charity stream === From 18 to 21 January 2019 , Brewis continually livestreamed to raise money for British transgender charity organisation Mermaids . In this stream , he aimed to complete Donkey Kong 64 while finding all possible collectable items and did so in 57 hours and 48 minutes . Mermaids had been designated funding by the British National Lottery , but the funding was withheld and put under review after criticism by comedy writer and anti-transgender activist whole wheat flour Linehan and others . This inspired Brewis to stream in support of the charity . The livestream",1
"kind of `` getaway '' for Guttenberg . Guttenberg returned the next day , 17 February 2011 , and had a meeting with German chancellor Angela Merkel . His offer to resign was refused by Merkel . The same day the University of Bayreuth sent a letter to Guttenberg conceding him two weeks to respond to the plagiarism allegations , and GuttenPlag Wiki launched as a crowdsourced platform for internet users to submit claims of unattributed work in Guttenberg 's dissertation , with GuttenPlag giving rise to VroniPlag the following month . A scheduled speech at an election campaign in Saxony-Anhalt was cancelled by Guttenberg because of his meeting with Angela Merkel . The district attorney 's office in Hof , Bavaria , announced it would wait for the results of the Bayreuth University 's examination of Guttenberg 's dissertation and confirmed that two criminal complaints had been filed against Guttenberg , one regarding possible copyright violations and another on a possible false statutory declaration . The second was immediately declined by the attorney due to apparent insubstantiality . The same day the newspaper Süddeutsche Zeitung reported its findings that Guttenberg had used texts of 19 authors without correct attribution","kind of `` getaway `` for Guttenberg . Guttenberg returned the next day , 17 February 2011 , and had a meeting with German chancellor Angela Merkel . His offer to resign was refused by Merkel . The same day the University of Bayreuth sent a letter to Guttenberg concede him two weeks to respond to the plagiarism allegations , and GuttenPlag Wiki launched as a crowdsourced platform for internet users to submit claims of unattributed work in Guttenberg 's dissertation , with GuttenPlag giving rise to VroniPlag the following month . A scheduled speech at Associate in Nursing election campaign in Saxony-Anhalt be cancelled by Guttenberg because of his meeting with Angela Merkel . The district attorney 's office staff in Hof , Bavaria , announced it would wait for the results of the Bayreuth University 's examination of Guttenberg 's dissertation and confirmed that two criminal complaints cause been filed against Guttenberg , one regarding possible copyright violations and another on a possible false statutory declaration . The second was immediately declined by the attorney due to apparent insubstantiality . The same day the newspaper Süddeutsche Zeitung reported information technology finding that Guttenberg had used texts of 19 authors without correct attribution",1
"Trans-Pacific Partnership ( TPP ) , the draft 2016 platform did not mention the agreement ; this omission reflected the influence of Trump , who opposed the trade pact . The draft platform expressly echoed Trump 's call for a wall to be built on the U.S.-Mexico border . The most contentious discussions held by the platform committee were discussions of social issues , particularly issues of sexuality and gender . The draft platform took a traditionalist view on social issues , criticizing `` how the modern American family has evolved '' . Many platform planks expressing `` disapproval of homosexuality , same-sex marriage or transgender rights '' —championed by Tony Perkins , the president of the Family Research Council—passed . The draft platform called for overturning Obergefell v. Hodges , the Supreme Court decision on same-sex marriage , by a constitutional amendment . The platform also called for the appointment of judges `` who respect traditional family values '' . The draft platform promoted state legislation to limit restroom access to persons of the same biological sex . It also stated that `` natural marriage '' is between a man and a woman , asserting that such unions are","making him president . Goodwin won the 2005 Lincoln Prize ( for the best book about the American Civil War ) for Team of Rivals : The Political Genius of Abraham Lincoln , a book about Abraham Lincoln 's presidential cabinet . Part of the book was adapted by Tony Kushner into the screenplay for Steven Spielberg 's 2012 film Lincoln . She was a member of the Abraham Lincoln Bicentennial Commission advisory board . The book also won the inaugural American History Book Prize given by the New-York Historical Society . In 2006 , Goodwin received The Lincoln Forum 's Richard Nelson Current Award of Achievement . Goodwin was a member of the board of directors of Northwest Airlines . Goodwin is a frequent guest commentator on Meet the Press , having appeared many times during the tenures of hosts Tim Russert , Tom Brokaw , David Gregory , and Chuck Todd . She was also a regular guest on Charlie Rose , appearing a total of forty-eight times beginning in 1994 . Stephen King met with Goodwin while he was writing his novel 11/22/63 , since she had been an assistant to Johnson . King used some of",0
"required the votes to be awarded to whichever candidate was still in the race for the RNC Nomination for President , and that Cruz , Rubio , and the other candidates that had withdrawn from the race had forfeited these delegates based on the RNC nomination rules . == Convention speakers == === Planning and invitations === In April 2016 , Trump vowed to bring `` some showbiz '' to the convention , criticizing the party 's 2012 convention in Tampa , Florida , as `` the single most boring convention I 've ever seen . '' The convention 's lineup of speakers lacked `` many of the party 's rising stars '' and rather featured some of Trump 's `` eclectic collection of friends , celebrities and relatives . '' Politico reported that Trump was directly involved in details of convention plans , seeking `` to maximize the drama and spectacle '' of the four-night event . A large number of prominent Republican elected officials said they were not interested in attending the convention or even speaking at it , seeking to distance themselves from Trump . The Trump campaign considered the idea of having Trump speak all four","The Trump campaign considered the idea of having Trump speak all four == Convention speakers == === Planning and invitations === In April 2016 , Trump vowed to bring `` some showbiz '' to the convention , criticizing the party 's 2012 convention in Tampa , Florida , as `` the single most boring convention I 've ever seen . '' required the votes to be awarded to whichever candidate was still in the race for the RNC Nomination for President , and that Cruz , Rubio , and the other candidates that had withdrawn from the race had forfeited these delegates based on the RNC nomination rules . A large number of prominent Republican elected officials said they were not interested in attending the convention or even speaking at it , seeking to distance themselves from Trump . Politico reported that Trump was directly involved in details of convention plans , seeking `` to maximize the drama and spectacle '' of the four-night event . The convention 's lineup of speakers lacked `` many of the party 's rising stars '' and rather featured some of Trump 's `` eclectic collection of friends , celebrities and relatives . ''",1
"including the Nature Publishing Group , have instituted similar tests and require authors to minimize and specify the extent of photo manipulation when a manuscript is submitted for publication . However , there is little evidence to indicate that such tests are applied rigorously . One Nature paper published in 2009 has subsequently been reported to contain around 20 separate instances of image fraud . Although the type of manipulation that is allowed can depend greatly on the type of experiment that is presented and also differ from one journal to another , in general the following manipulations are not allowed : splicing together different images to represent a single experiment changing brightness and contrast of only a part of the image any change that conceals information , even when it is considered to be non-specific , which includes : changing brightness and contrast to leave only the most intense signal using clone tools to hide information showing only a very small part of the photograph so that additional information is not visible Image manipulations are typically done on visually repetitive images such as those of blots and microscope images . == Motivations == According to David Goodstein of Caltech","Rachel Hollis ( ; ) is an American author , motivational speaker , and blogger . She is the author of three self-help books , including Girl , Wash Your Face and Girl , Stop Apologizing . == Early life and education == After graduating from high school , Hollis moved to Los Angeles , California , and got a job at Miramax . While working there , she met her future husband and founded an event-planning company called Chic Events . == Career == Her breakthrough moment on social media came in March 2015 , when an Instagram photo of her celebrating her stretch marks went viral . `` I wear a bikini because I 'm proud of this body and every mark on it . Those marks prove that I was blessed enough to carry my babies and that flabby tummy means I worked hard to lose what weight I could '' , she wrote in the post . It garnered more than ten million views . Hollis ' book Girl , Wash Your Face was described by The Washington Post as mixing `` memoir , motivational tips , Bible quotations and common-sense girl talk . '' The",0
"exists that automatically generates music in the style of another composer , using musical analysis of their works . Most notably , David Cope has written a software system called `` Experiments in Musical Intelligence '' ( or `` EMI '' ) that is capable of analyzing and generalizing from existing music by a human composer to generate novel musical compositions in the same style . EMI 's output is convincing enough to persuade human listeners that its music is human-generated to a high level of competence . For this reason , Cope 's work has been said to not produce original music . A different approach is being followed by Melomics , a technology focused on teaching computers the rules of music composition , not the works of previous composers . This technology has opened the way to truly creative computer-composers , like Iamus and Melomics109 . The records produced ( Iamus ' album and 0music ) are in the computer 's own style , so they can not be considered a pastiche or plagiarism of previous works . According to Theodor W. Adorno 's highly controversial view , popular music in general employs extensive plagiarism : variety in","his third non-consecutive term in the upper house . Upon the commencement of the 15th Congress on July 26 , 2010 , he was elected by the majority of his fellow senators as the Majority Leader of the Senate as well as the Chairman of its Committee on Rules , thus he manages the legislative affairs of the Senate , particularly on the floor during the sessions . He was also one of the 20 senators that voted to convict Chief Justice Renato Corona and to remove him from office on May 29 of that year . In July 2013 , at the end of the 15th Congress , Sotto resigned as the Majority Leader following the resignation of Juan Ponce Enrile , his staunch political mentor , as Senate President . Enrile resigned due to allegations of misusing the Senate funds . Then assistant majority leader Senator Gregorio Honasan became the acting Majority Leader following Sotto 's resignation . On the commencement of the session of the 16th Congress , on July 22 , 2013 , Sotto became part of the new Senate minority group . He was chosen by his colleagues in the minority to be the Deputy",0
"medical tribunal to have `` deliberately published false and misleading scientific reports and altered the results of experiments '' on the effects of Debendox/Bendectin on pregnancy . Moon Hyung-in ( South Korea ) , former Professor in the Department of Medicinal Biotechnology at Dong-A University ( South Korea ) , used false names and email addresses to `` peer review '' his own research publications . Moon has had 35 of his research publications retracted . H.M. Krishna Murthy ( US ) , a protein crystallographer and former research associate professor at the University of Alabama at Birmingham , was found in 2009 by a University committee to be `` solely responsible for ... fraudulent data '' on protein structures published in nine papers . In 2018 the United States Office of Research Integrity placed a 10-year ban on Federal funding for Murthy . As of 2020 ten of Krishna Murthy 's publications have been retracted , and two others have received an expression of concern . Haruko Obokata ( Japan ) formerly of RIKEN and Harvard University , falsified data in the widely publicized STAP cell fraud . As of 2021 , Obokata has had four of her research","damaged his social existence , the professor criticized . From the judicial proceeding on this case he expected a result solely based on facts without regard to the person concerned . In an interview , Glaeser described the university 's intention as an attempt to `` drag Guttenberg in front of a tribunal and find him guilty '' . In the professor 's conviction , knowing Guttenberg personally , he had not committed intentional cheating . === Disputed neutrality === Others criticized the commission 's final report for not decrying the university 's own lack of due diligence in the matter and noted that the university had first awarded Guttenberg 's degree with summa cum laude , the highest possible distinction . Furthermore , the commission 's neutrality was disputed as the University of Bayreuth was party to the proceedings . Among these critics was Thomas Goppel , also member of the CSU and former Bavarian Minister of Education , who viewed the report as an attempt by the university to downplay its own responsibility and acquit itself . Others complained about the university 's lack of control provisions . === Volker Rieble === Professor Volker Rieble approved the report",0
